,element,Unit_lattice_constant,lattice_constant_a,lattice_constant_b,lattice_constant_c,Tc,Element_Normalize,Tc_mean,Tc_range
234,Y1Ba2Cu3O6.66,,,,,88.9,Ba100Y50(Cu50O111)3,64.132,38.900000000000006
235,Y1Ba2Cu3O6.47,,,,,43.6,Ba200Y100Cu300O647,47.5,7.799999999999997
236,Y1Ba2Cu3O6.46,,,,,45.0,Ba100Y50Cu150O323,45.0,0.0
237,Tl1Sr2Ca0.5Sm0.5Cu2O6.75,,3.817,,12.054,37.6,Sr8Ca2Sm2Tl4Cu8O27,37.6,0.0
238,Tl1Ba1.1La0.9Cu1O5,,3.84,,9.054,39.6,Ba11La9Tl10(CuO5)10,39.0,1.2000000000000028
239,Tl1Ba1.2La0.8Cu1O5,,3.834,,9.107,41.1,Ba6La4Tl5(CuO5)5,42.025,22.0
240,Y1Ba2Cu3O6.86,,3.818,3.891,11.674,91.0,Ba100Y50Cu150O343,87.5,7.0
241,Y1Ba2Cu3O6.96,,,,,85.0,Ba50Y25(Cu25O58)3,90.25588235294117,7.299999999999997
242,La1Ba1Ca1Cu3O6.98,,3.87,,11.61,76.35,Ba50Ca50La50Cu150O349,76.35,0.0
243,Er1Ba2Cu3O6.15,,3.839,3.868,11.762,35.0,Ba40Er20(Cu20O41)3,35.0,0.0
244,Er1Ba2Cu3O6.34,,3.836,3.864,11.754,20.0,Ba100Er50Cu150O317,20.0,0.0
245,Er1Ba2Cu3O6.31,,3.822,3.876,11.713,55.0,Ba200Er100Cu300O631,55.0,0.0
246,Er1Ba2Cu3O6.67,,3.812,3.89,11.67,85.0,Ba200Er100Cu300O667,85.0,0.0
247,Er1Ba2Cu3O6.91,,3.814,3.887,11.661,92.0,Ba200Er100Cu300O691,92.0,0.0
248,Ba0.6K0.4Bi1O3,,4.285,,,28.9,K2Ba3(BiO3)5,27.589583333333337,16.0
249,La1.9Sr0.1Cu1O4,,,,,26.2,SrLa19(CuO4)10,28.065277777777776,16.1
250,La1.85Sr0.15Cu1O4,,,,,28.6,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
251,La1.8Sr0.2Cu1O4,,,,,18.9,SrLa9(CuO4)5,30.797222222222224,22.6
252,La1.7Sr0.3Cu1O4,,,,,15.2,Sr3La17(CuO4)10,14.5,9.3
253,Y1Ba2Cu3O6.962,,3.82,3.886,11.68,92.2,Ba1000Y500Cu1500O3481,92.15,0.10000000000000853
254,Y1Ba2La1.94Cu3O6.963,,3.818,3.887,11.669,91.8,Ba2000La1940Y1000(Cu1000O2321)3,91.8,0.0
255,Y1Ba1.92La0.08Cu3O6.965,,3.817,3.887,11.664,92.6,Ba384La16Y200Cu600O1393,92.6,0.0
256,Y1Ba1.9La0.1Cu3O6.975,,3.816,3.887,11.664,93.9,Ba76La4Y40(Cu40O93)3,93.9,0.0
257,Y1Ba1.86La0.14Cu3O6.98,,3.818,3.887,11.651,89.4,Ba93La7Y50Cu150O349,89.4,0.0
258,Y1Ba1.8La0.2Cu3O7.013,,3.821,3.886,11.643,80.5,Ba1800La200Y1000Cu3000O7013,80.5,0.0
259,Y1Ba1.76La0.24Cu3O7.024,,3.823,3.883,11.636,73.4,Ba220La30Y125Cu375O878,73.4,0.0
260,Y1Ba1.7La0.3Cu3O7.059,,3.837,3.869,11.618,61.4,Ba1700La300Y1000(Cu1000O2353)3,61.4,0.0
261,Y1Ba1.66La0.34Cu3O7.073,,3.851,3.859,11.597,56.0,Ba1660La340Y1000Cu3000O7073,56.0,0.0
262,Y1Ba1.6La0.4Cu3O7.083,,3.855,,11.581,49.4,Ba1600La400Y1000(Cu1000O2361)3,49.4,0.0
263,Y1Ba1.54La0.46Cu3O7.118,,3.856,,11.566,44.1,Ba770La230Y500Cu1500O3559,44.1,0.0
264,Y1Ba2Cu2.95Co0.05O6.88,,3.832,3.884,11.687,91.2,Ba200Y100Co5Cu295O688,91.2,0.0
265,Y1Ba2Cu2.9Co0.1O6.89,,3.866,,11.674,55.3,Ba200Y100Co10Cu290O689,55.3,0.0
266,Y1Ba2Cu2.7Co0.3O6.93,,3.875,,11.683,16.9,Ba200Y100Co30(Cu30O77)9,16.9,0.0
267,Y1Ba2Cu2.82Fe0.18O7,,,,,74.0,Ba100Y50Fe9Cu141O350,74.0,0.0
268,Y1Ba2Cu2.64Fe0.36O7,,,,,32.0,Ba50Y25Fe9Cu66O175,32.0,0.0
269,Gd1Ba2Cu2.64Fe0.36O6.99,,3.891,,11.679,21.0,Ba200Gd100Fe36(Cu88O233)3,21.0,0.0
270,Gd1Ba2Cu3O6.99,,3.84,3.904,11.71,94.0,Ba200Gd100(Cu100O233)3,92.45,3.0999999999999943
271,Gd1Ba2Cu2.91Fe0.09O6.94,,3.878,,11.71,75.0,Ba200Gd100Fe9Cu291O694,75.0,0.0
272,Gd1Ba2Cu2.82Fe0.18O6.91,,3.88,,11.672,41.0,Ba200Gd100Fe18Cu282O691,41.0,0.0
273,Gd1Ba2Cu2.73Fe0.27O6.98,,3.887,,11.699,40.0,Ba200Gd100Fe27Cu273O698,40.0,0.0
274,Sm1Ba2Cu3O7,,3.853,3.908,11.73,88.1,Ba2SmCu3O7,89.48571428571428,23.0
275,Y1Ba2Cu3O6.96,,,,,88.1,Ba50Y25(Cu25O58)3,90.25588235294117,7.299999999999997
276,La1.8Sr0.2Cu1O3.95,,,,,30.4,Sr4La36Cu20O79,29.7,1.3999999999999986
277,Y1Ba2Cu3O6.45,,,,11.75,40.0,Ba40Y20(Cu20O43)3,39.409375,32.5
278,Y1Ba2Cu3O6.5,,,,11.73,20.0,Ba4Y2Cu6O13,47.13846153846154,38.8
279,Y1Ba2Cu3O6.8,,,,11.7,83.0,Ba10Y5Cu15O34,82.58636363636364,29.900000000000006
280,Y1Ba2Cu3O6.8,,,,,91.4,Ba10Y5Cu15O34,82.58636363636364,29.900000000000006
281,Y1Ba2Cu3O6.95,,3.82,3.889,11.676,89.0,Ba40Y20Cu60O139,91.8379411764706,7.5
282,Bi0.7Pb0.3Sr1Ca1Cu1.8O6,,,,37.6,73.0,Sr10Ca10Cu18Bi7(PbO20)3,73.0,0.0
283,Er1Ba2Cu3O6.53,,3.823,3.865,11.694,54.3,Ba200Er100Cu300O653,54.3,0.0
284,Er1Ba2Cu3O6.64,,3.82,3.869,11.676,61.3,Ba50Er25Cu75O166,61.3,0.0
285,Er1Ba2Cu3O6.78,,3.817,3.874,11.653,78.2,Ba100Er50(Cu50O113)3,78.2,0.0
286,Er1Ba2Cu3O6.87,,3.812,3.877,11.65,94.5,Ba200Er100(Cu100O229)3,94.5,0.0
287,Er1Ba2Cu3O7,,3.803,3.873,11.62,92.5,Ba2ErCu3O7,92.025,3.5999999999999943
288,Y1Ba2Cu3O6.96,,3.831,3.875,11.646,88.5,Ba50Y25(Cu25O58)3,90.25588235294117,7.299999999999997
289,Y0.9Pr0.1Ba2Cu3O6.91,,3.839,3.879,11.668,81.0,Ba200Pr10Y90Cu300O691,81.0,0.0
290,Y0.8Pr0.2Ba2Cu3O6.91,,3.845,3.879,11.662,62.7,Ba200Pr20Y80Cu300O691,62.7,0.0
291,Y0.7Pr0.3Ba2Cu3O6.88,,3.847,3.883,11.672,47.5,Ba100Pr15Y35(Cu75O172)2,47.5,0.0
292,Y0.65Pr0.35Ba2Cu3O7.01,,3.857,3.882,11.652,44.5,Ba200Pr35Y65Cu300O701,44.5,0.0
293,Y0.6Pr0.4Ba2Cu3O6.9,,3.856,3.882,11.662,32.0,Ba20Pr4Y6(Cu10O23)3,32.0,0.0
294,Y0.55Pr0.45Ba2Cu3O7.01,,3.859,3.882,11.655,29.2,Ba200Pr45Y55Cu300O701,29.2,0.0
295,Y1Ba2Cu3O7,,,,,92.1,Ba2YCu3O7,90.18623188405797,45.5
296,Eu1Ba2Cu3O7,,,,,92.15,Ba2EuCu3O7,90.15833333333335,13.0
297,Y1Ba2Cu3O7,,,,,90.0,Ba2YCu3O7,90.18623188405797,45.5
298,Y1Ba2Cu3O7,,,,,92.1,Ba2YCu3O7,90.18623188405797,45.5
299,Y1Ba2Cu3O7.1,,,,,91.3,Ba20Y10Cu30O71,91.65,0.7000000000000028
300,Y1Ba2Cu3O7,,,,,89.9,Ba2YCu3O7,90.18623188405797,45.5
301,Y1Ba2Cu3O7,,,,,91.6,Ba2YCu3O7,90.18623188405797,45.5
302,La1.85Sr0.15Cu1O4,,,,,35.0,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
303,Y1Ba2Cu3O7,,,,,92.0,Ba2YCu3O7,90.18623188405797,45.5
304,Ba0.6K0.4Bi1O3,,,,,29.0,K2Ba3(BiO3)5,27.589583333333337,16.0
305,La1Ba2Cu2.9O6.82,,3.894,3.937,11.816,45.0,Ba100La50Cu145O341,45.0,0.0
306,La1Ba2Cu3O6.85,,3.893,3.938,11.818,93.0,Ba40La20Cu60O137,93.0,0.0
307,Y1Ba2Cu3O6.9,,,,,92.0,Ba20Y10(Cu10O23)3,90.9753947368421,15.0
308,Y1Ba2Cu2.9Zn0.1O6.94,,,,,57.0,Ba100Y50Zn5Cu145O347,56.95,0.10000000000000142
309,Y1Ba2Cu2.9Al0.1O7.1,,,,,85.0,Ba20Y10AlCu29O71,85.0,0.0
310,Y1Ba2Cu2.9Sn0.1O7.28,,,,,90.0,Ba100Y50Cu145Sn5O364,90.0,0.0
311,La2Cu1O4,,,,,21.5,La2CuO4,33.08,19.700000000000003
312,La1.88Ba0.12Cu1O4,,,,,35.0,Ba3La47(CuO4)25,21.625,25.5
313,La1.84Sr0.16Cu1O4,,,,,37.0,Sr4La46(CuO4)25,35.48333333333333,16.699999999999996
314,La1.84Sr0.16Cu0.987Ni0.013O4,,,,,25.0,Sr160La1840Cu987Ni13O4000,25.0,0.0
315,La1.84Sr0.16Cu0.975Ni0.025O4,,,,,15.0,Sr32La368Cu195(NiO160)5,15.0,0.0
316,Bi4Ca3Sr3Cu4O16,,,,,84.5,Sr3Ca3Cu4(BiO4)4,88.16666666666667,9.0
317,Bi4Ca3Sr3Cu4O16,,,,,93.5,Sr3Ca3Cu4(BiO4)4,88.16666666666667,9.0
318,Bi4Ca3Sr3Cu4O16,,,,,86.5,Sr3Ca3Cu4(BiO4)4,88.16666666666667,9.0
319,Li0.9Mo6O17,,,,,1.7,Li9(Mo6O17)10,3.47,8.44
320,Y1Ba2Cu3O7,,,,,92.0,Ba2YCu3O7,90.18623188405797,45.5
321,Y1Ba2Cu3O7.1,,3.824,3.888,11.679,92.0,Ba20Y10Cu30O71,91.65,0.7000000000000028
322,Y1Ba2Cu3O7,,,,,90.0,Ba2YCu3O7,90.18623188405797,45.5
323,Ba1Pb0.8Bi0.2O3,,,,,9.5,Ba5BiPb4O15,9.75,0.75
324,Y1Ba2Cu3O6.94,,3.825,3.889,11.674,95.0,Ba100Y50Cu150O347,92.55714285714285,7.5
325,Y1Ba2Cu3O7,,3.822,3.891,11.677,91.8,Ba2YCu3O7,90.18623188405797,45.5
326,Y1Ba2Cu3O6.78,,3.827,3.895,11.722,85.4,Ba100Y50(Cu50O113)3,81.55,18.89999999999999
327,Y1Ba2Cu3O6.76,,3.83,3.898,11.728,77.8,Ba50Y25Cu75O169,77.00750000000001,22.230000000000004
328,Y1Ba2Cu3O6.72,,3.835,3.89,11.716,60.8,Ba50Y25(Cu25O56)3,72.07142857142857,35.400000000000006
329,Y1Ba2Cu3O6.6,,3.831,3.889,11.736,58.9,Ba10Y5(Cu5O11)3,64.38611111111112,50.0
330,Y1Ba2Cu3O6.53,,3.838,3.887,11.747,54.8,Ba200Y100Cu300O653,49.775000000000006,14.799999999999997
331,Y1Ba2Cu3O6.51,,3.845,3.887,11.768,45.4,Ba200Y100(Cu100O217)3,45.4,0.0
332,Y1Ba2Cu3O6.3,,3.851,3.883,11.789,28.0,Ba20Y10(Cu10O21)3,28.0,0.0
333,Y1Ba2Cu2.73Fe0.27O7.1,,3.874,,11.7,69.0,Ba200Y100Fe27Cu273O710,69.0,0.0
334,La1.85Sr0.15Cu1O4,,3.776,,13.237,37.8,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
335,La1.85Sr0.15Cu0.995Zn0.005O4,,3.777,,13.23,35.1,Sr30La370ZnCu199O800,32.3,5.100000000000001
336,La1.85Sr0.15Cu0.99Zn0.01O4,,3.777,,13.23,30.1,Sr15La185ZnCu99O400,28.360000000000003,3.700000000000003
337,La1.85Sr0.15Cu0.985Zn0.015O4,,3.778,,13.229,22.1,Sr30La370Zn3Cu197O800,20.175,5.5
338,La1.85Sr0.15Cu0.98Zn0.02O4,,3.779,,13.221,6.5,Sr15La185Zn2(Cu49O200)2,14.3,13.5
339,Y1Ba2Cu3O6.41,,,,,22.5,Ba200Y100Cu300O641,22.54,39.4
340,Y1Ba2Cu3O7,,,,,92.5,Ba2YCu3O7,90.18623188405797,45.5
341,Y1Ba2Cu3O6.89,,,,,64.7,Ba200Y100Cu300O689,86.34,27.39999999999999
342,Y1Ba2Cu3O6.67,,,,,52.5,Ba200Y100Cu300O667,58.425,9.0
343,Y1Ba2Cu3O6.56,,,,,50.4,Ba50Y25Cu75O164,54.7,8.600000000000001
344,Y1Ba2Cu3O6.49,,,,,37.5,Ba200Y100Cu300O649,48.515,22.03
345,Y1Ba2Cu3O6.9,,,,,80.0,Ba20Y10(Cu10O23)3,90.9753947368421,15.0
346,Sm1Ba2Cu3O6.944,,,,,94.0,Ba250Sm125Cu375O868,94.0,0.0
347,Sm1.2Ba1.8Cu3O6.965,,,,,47.0,Ba360Sm240Cu600O1393,47.0,0.0
348,Y1Ba2Cu3O6.9,,,,,82.0,Ba20Y10(Cu10O23)3,90.9753947368421,15.0
349,Y1Ba2Cu3O6.95,,,,,89.9,Ba40Y20Cu60O139,91.8379411764706,7.5
350,Y1Ba2Cu3O7,,,,,91.1,Ba2YCu3O7,90.18623188405797,45.5
351,Y1Ba2Cu3O7,,,,,93.15,Ba2YCu3O7,90.18623188405797,45.5
352,Y1Ba2Cu3O7,,3.822,3.888,11.681,91.06,Ba2YCu3O7,90.18623188405797,45.5
353,Y1Ba2Cu2.97Ga0.03O7,,3.835,3.882,11.687,90.88,Ba200Y100Ga3Cu297O700,90.88,0.0
354,Y1Ba2Cu2.94Ga0.06O7,,3.851,3.874,11.681,87.99,Ba100Y50Ga3(Cu21O50)7,87.99,0.0
355,Y1Ba2Cu2.91Ga0.09O7,,3.858,3.866,11.686,83.71,Ba200Y100Ga9Cu291O700,83.71,0.0
356,Y1Ba2Cu2.88Ga0.12O7,,3.861,3.866,11.681,79.89,Ba50Y25Ga3Cu72O175,79.89,0.0
357,Y1Ba2Cu2.85Ga0.15O7,,3.861,3.866,11.684,78.49,Ba40Y20Ga3Cu57O140,78.49,0.0
358,Y1Ba2Cu2.82Ga0.18O7,,3.863,3.863,11.686,79.24,Ba100Y50Ga9Cu141O350,79.24,0.0
359,Y1Ba2Cu2.79Ga0.21O7,,3.864,3.864,11.686,76.91,Ba200Y100Ga21Cu279O700,76.91,0.0
360,Y1Ba2Cu2.76Ga0.24O7,,3.865,3.865,11.683,71.79,Ba50Y25Ga6Cu69O175,71.79,0.0
361,Y1Ba2Cu2.73Ga0.27O7,,3.866,3.866,11.683,67.04,Ba200Y100Ga27(Cu39O100)7,67.04,0.0
362,Y1Ba2Cu2.67Ga0.33O7,,3.866,3.866,11.679,65.64,Ba200Y100Ga33Cu267O700,65.64,0.0
363,Y1Ba2Cu2.61Ga0.39O7,,3.865,3.865,11.677,64.8,Ba200Y100Ga39Cu261O700,64.8,0.0
364,Y1Ba2Cu2.55Ga0.45O7,,3.867,3.867,11.677,65.36,Ba40Y20Ga9Cu51O140,65.36,0.0
365,Y1Ba2Cu2.4Ga0.6O7,,3.868,3.868,11.675,63.31,Ba10Y5Ga3Cu12O35,63.31,0.0
366,Y1Ba2Cu3O7,,3.822,3.888,11.683,89.66,Ba2YCu3O7,90.18623188405797,45.5
367,Y1Ba2Cu2.97Zn0.03O7,,3.827,3.883,11.683,78.21,Ba200Y100Zn3Cu297O700,78.235,8.299999999999997
368,Y1Ba2Cu2.94Zn0.06O7,,3.829,3.883,11.683,67.04,Ba100Y50Zn3(Cu21O50)7,63.11333333333334,9.640000000000008
369,Y1Ba2Cu2.91Zn0.09O7,,3.829,3.883,11.683,55.87,Ba200Y100Zn9Cu291O700,56.25666666666667,1.0300000000000011
370,Y1Ba2Cu2.88Zn0.12O7,,3.834,3.886,11.681,47.02,Ba50Y25Zn3Cu72O175,49.80666666666667,4.979999999999997
371,Y1Ba2Cu2.85Zn0.15O7,,3.833,3.883,11.681,45.53,Ba40Y20Zn3Cu57O140,43.557500000000005,3.530000000000001
372,Y1Ba2Cu2.82Zn0.18O7,,3.833,3.883,11.681,46.18,Ba100Y50Zn9Cu141O350,42.29,7.780000000000001
373,Y1Ba2Cu2.885Zn0.195O7,,3.833,3.885,11.679,32.4,Ba400Y200Zn39Cu577O1400,32.4,0.0
374,Y1Ba2Cu2.79Zn0.21O7,,3.834,3.884,11.68,35.2,Ba200Y100Zn21Cu279O700,28.8,11.000000000000004
375,Y1Ba2Cu2.7Zn0.3O7,,3.837,3.89,11.686,27.0,Ba20Y10Zn3Cu27O70,23.0,8.0
376,Y1Ba2Cu2.76Zn0.24O7,,,,,29.05,Ba50Y25Zn6Cu69O175,21.025,16.05
377,La1.9Sr0.1Cu1O4,,,,,26.2,SrLa19(CuO4)10,28.065277777777776,16.1
378,La1.85Sr0.15Cu1O4,,,,,28.6,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
379,La1.8Sr0.2Cu1O4,,,,,18.9,SrLa9(CuO4)5,30.797222222222224,22.6
380,La1.7Sr0.3Cu1O4,,,,,15.2,Sr3La17(CuO4)10,14.5,9.3
381,Y1Ba2Cu2.98Ni0.02O7,,,,,91.6,Ba100Y50Cu149NiO350,91.6,0.0
382,Y1Ba2Cu2.95Ni0.05O7,,,,,90.6,Ba40Y20Cu59NiO140,90.6,0.0
383,Y1Ba2Cu2.9Ni0.1O7,,,,,83.0,Ba20Y10Cu29NiO70,82.25,1.5
384,Y1Ba2Cu2.8Ni0.2O7,,,,,79.4,Ba10Y5Cu14NiO35,71.45,15.900000000000006
385,Y1Ba2Cu2.6Ni0.4O7,,,,,71.0,Ba10Y5Cu13Ni2O35,64.5,13.0
386,Bi2Ca1Sr2Cu2O8,,,,,88.0,Sr2CaCu2(BiO4)2,84.95068493150684,39.0
387,Nd1.85Ce0.15Cu1O3.93,,3.95,,12.07,24.0,Ce15Nd185Cu100O393,24.0,0.0
388,Y1Ba2Cu2.6Ni0.4O7,,,,,58.0,Ba10Y5Cu13Ni2O35,64.5,13.0
389,Sm1La0.75Sr0.25Cu1O3.95,,3.859,,12.572,20.0,Sr5La15Sm20Cu20O79,20.0,0.0
390,La1.8Ba0.2Cu1O4,,,,,29.0,BaLa9(CuO4)5,21.382857142857144,23.119999999999997
391,La1.8Sr0.2Cu1O4,,,,,36.0,SrLa9(CuO4)5,30.797222222222224,22.6
392,La1.91Sr0.09Cu1O4,,,,,11.0,Sr9La191(CuO4)100,25.8875,19.0
393,Y1Ba2Cu3O6.9,,,,,92.0,Ba20Y10(Cu10O23)3,90.9753947368421,15.0
394,Y1Ba2Cu3O6.7,,,,,85.4,Ba20Y10Cu30O67,70.27764705882353,37.0
395,La1.925Sr0.075Cu1O4,,,,,21.2,Sr3La77(CuO4)40,18.26666666666667,5.6
396,La1.887Sr0.113Cu1O4,,,,,29.7,Sr113La1887(CuO4)1000,29.7,0.0
397,La1.85Sr0.15Cu1O4,,,,,37.8,Sr3La37(CuO4)20,36.01482142857143,22.299999999999997
398,La1.812Sr0.188Cu1O4,,,,,34.4,Sr47La453(CuO4)250,33.7,1.3999999999999986
399,La1.775Sr0.225Cu1O4,,,,,23.0,Sr9La71(CuO4)40,21.5,3.0
400,La1.737Sr0.263Cu1O4,,,,,8.0,Sr263La1737(CuO4)1000,8.0,0.0
401,Ba0.77K0.23Bi1O3,,,,,28.0,K23Ba77(BiO3)100,28.0,0.0
402,Sm1Ba2Cu3O6.941,,,,,90.7,Ba2000Sm1000Cu3000O6941,90.7,0.0
403,Sm1Ba2Cu3O7,,,,,95.5,Ba2SmCu3O7,89.48571428571428,23.0
404,Sm1Ba2Cu3O6.927,,,,,88.1,Ba2000Sm1000(Cu1000O2309)3,88.1,0.0
405,Sm1Ba2Cu3O6.9,,,,,87.0,Ba20Sm10(Cu10O23)3,87.0,0.0
406,Sm1Ba2Cu3O6.878,,,,,91.1,Ba1000Sm500Cu1500O3439,91.1,0.0
407,Sm1Ba2Cu3O6.813,,,,,83.6,Ba2000Sm1000(Cu1000O2271)3,83.6,0.0
408,Sm1Ba2Cu3O6.773,,,,,87.8,Ba2000Sm1000Cu3000O6773,87.8,0.0
409,Sm1Ba2Cu3O6.734,,,,,67.6,Ba1000Sm500Cu1500O3367,67.6,0.0
410,Sm1Ba2Cu3O6.709,,,,,59.8,Ba2000Sm1000Cu3000O6709,59.8,0.0
411,Sm1Ba2Cu3O6.554,,,,,44.7,Ba1000Sm500Cu1500O3277,44.7,0.0
412,Y1Ba2Cu3O7,,,,,91.5,Ba2YCu3O7,90.18623188405797,45.5
413,Y1Ba1.9Ca0.1Cu3O6.84,,,,,85.0,Ba95Ca5Y50(Cu25O57)6,85.0,0.0
414,Y1Ba1.9Sr0.1Cu3O6.89,,,,,89.0,Ba190Sr10Y100Cu300O689,89.0,0.0
415,Y1Ba2Cu2.975Zn0.025O6.93,,,,,82.8,Ba400Y200Zn5(Cu85O198)7,82.8,0.0
416,Y1Ba2Cu2.95Zn0.05O6.94,,,,,73.9,Ba200Y100Zn5Cu295O694,73.9,0.0
417,Y1Ba2Cu2.925Zn0.075O6.94,,,,,65.0,Ba400Y200Zn15Cu585O1388,65.0,0.0
418,Y1Ba2Cu2.9Zn0.1O6.94,,,,,56.9,Ba100Y50Zn5Cu145O347,56.95,0.10000000000000142
419,Y1Ba2Cu2.8Zn0.2O6.88,,,,,54.7,Ba50Y25Zn5(Cu35O86)2,54.7,0.0
420,Y1Ba2Cu2.7Zn0.3O6.92,,,,,47.2,Ba100Y50Zn15Cu135O346,47.2,0.0
421,Y1Ba2Cu2.975Zn0.025O6.85,,,,,72.85,Ba80Y40ZnCu119O274,72.85,0.0
422,Y1Ba2Cu2.95Zn0.05O6.85,,,,,66.19,Ba40Y20ZnCu59O137,66.19,0.0
423,Y1Ba2Cu2.925Zn0.075O6.85,,,,,63.6,Ba80Y40Zn3Cu117O274,63.6,0.0
424,Y1Ba2Cu2.9Zn0.1O6.85,,,,,50.08,Ba40Y20Zn2Cu58O137,50.08,0.0
425,Y1Ba2Cu2.85Zn0.15O6.85,,,,,47.6,Ba40Y20Zn3Cu57O137,47.6,0.0
426,Y1Ba2Cu2.8Zn0.2O6.85,,,,,30.69,Ba40Y20Zn4Cu56O137,30.69,0.0
427,Y1Ba2Cu2.8Ni0.2O7,,,,,63.5,Ba10Y5Cu14NiO35,71.45,15.900000000000006
428,Y1Ba2Cu2.88Ni0.12O7,,,,,74.3,Ba50Y25Cu72Ni3O175,62.43333333333334,31.299999999999997
429,Y1Ba2Cu2.75Ni0.25O7,,,,,54.0,Ba8Y4Cu11NiO28,58.95,9.899999999999999
430,Y1Ba2Cu2.72Ni0.28O7,,,,,51.0,Ba50Y25Cu68(NiO25)7,51.0,0.0
431,Y1Ba2Cu2.89Co0.11O7,,,,,64.0,Ba200Y100Co11Cu289O700,64.0,0.0
432,Y1Ba2Cu2.82Co0.18O7,,,,,46.0,Ba100Y50Co9Cu141O350,46.0,0.0
433,Bi2Sr2Ca1Cu2O8,,5.4,27.01,30.82,90.0,Sr2CaCu2(BiO4)2,84.95068493150684,39.0
434,Y1Ba1.9K0.1Cu3O6.9,,,,,91.5,KBa19Y10(Cu10O23)3,91.5,0.0
435,La1.8Sr0.2Cu1O4,,,,,37.2,SrLa9(CuO4)5,30.797222222222224,22.6
436,Y1Ba2Cu3O7,,,,,91.0,Ba2YCu3O7,90.18623188405797,45.5
437,Y1Ba2Cu3O7,,,,,92.0,Ba2YCu3O7,90.18623188405797,45.5
438,Y1Ba2Cu3O7,,,,,89.9,Ba2YCu3O7,90.18623188405797,45.5
439,Y1Ba2Cu3O7,,3.818,3.887,11.676,91.4,Ba2YCu3O7,90.18623188405797,45.5
440,Y1Ba2Cu2.97Fe0.03O7,,3.825,3.885,11.683,91.2,Ba200Y100Fe3Cu297O700,86.6,9.200000000000003
441,Y1Ba2Cu2.94Fe0.06O7,,3.834,3.881,11.681,89.3,Ba100Y50Fe3(Cu21O50)7,74.10000000000001,29.299999999999997
442,Y1Ba2Cu2.88Fe0.12O7,,3.863,,11.685,77.3,Ba50Y25Fe3Cu72O175,66.825,25.0
443,Y1Ba2Cu3O7,,,,,90.5,Ba2YCu3O7,90.18623188405797,45.5
444,Y1Ba2Cu3O7,,,,,92.0,Ba2YCu3O7,90.18623188405797,45.5
445,Y1Ba2Cu3O7,,,,,91.5,Ba2YCu3O7,90.18623188405797,45.5
446,Y1Ba2Cu3O7,,,,,95.0,Ba2YCu3O7,90.18623188405797,45.5
447,Y1Ba2Cu3O7,,,,,91.0,Ba2YCu3O7,90.18623188405797,45.5
448,Y1Ba2Cu3O7,,,,,92.0,Ba2YCu3O7,90.18623188405797,45.5
449,Y1Ba2Cu3O7,,3.823,3.895,11.694,91.0,Ba2YCu3O7,90.18623188405797,45.5
450,Y1Ba2Cu3O6.5,,3.834,3.873,11.738,50.0,Ba4Y2Cu6O13,47.13846153846154,38.8
451,Y1Ba2Cu3O6.92,,,,,91.0,Ba50Y25Cu75O173,91.61428571428571,2.4000000000000057
452,Y1Ba2Cu3O6.66,,,,,50.0,Ba100Y50(Cu50O111)3,64.132,38.900000000000006
453,Y1Ba2Cu3O6.95,,3.824,3.886,11.676,91.0,Ba40Y20Cu60O139,91.8379411764706,7.5
454,Y1Ba2Cu3O7,,,,,92.0,Ba2YCu3O7,90.18623188405797,45.5
455,Ba0.6K0.4Bi1O3,,4.29,,,27.0,K2Ba3(BiO3)5,27.589583333333337,16.0
456,La1.8Sr0.2Cu1O4,,,,,41.5,SrLa9(CuO4)5,30.797222222222224,22.6
457,La1.85Ba0.15Cu1O4,,,,,29.0,Ba3La37(CuO4)20,28.82,2.0
458,Bi2Sr2Ca1Cu2O8,,,,,98.0,Sr2CaCu2(BiO4)2,84.95068493150684,39.0
459,Bi2Sr2Ca6Cu8O19,,,,,80.0,Sr2Ca6Cu8Bi2O19,80.0,0.0
460,Bi2Sr2Ca1Cu2O8,,,,,84.0,Sr2CaCu2(BiO4)2,84.95068493150684,39.0
461,Bi2Sr2Ca1Cu2O8,,,,,84.0,Sr2CaCu2(BiO4)2,84.95068493150684,39.0
462,Bi2Sr2Ca2Cu4O11,,,,,95.0,Sr2Ca2Cu4Bi2O11,95.0,0.0
463,Tl1Ba1Ca1Cu2O5.5,,,,,114.0,Ba2Ca2Tl2Cu4O11,114.0,0.0
464,Bi2.15Sr1.68Ca1.17Cu2O8,,,,,80.0,Sr168Ca117Cu200(Bi43O160)5,80.0,0.0
465,Tl2Ba2Ca1Cu2O7.876,,,,,110.0,Ba500Ca250Tl500Cu500O1969,110.0,0.0
466,Tl2Ba2Ca1Cu2O7.833,,,,,112.0,Ba2000Ca1000Tl2000Cu2000O7833,112.0,0.0
467,Tl2Ba2Ca1Cu2O8,,,,,87.0,Ba2CaTl2(CuO4)2,105.2875,27.099999999999994
468,Tl2Ba2Ca1Cu2O7.984,,,,,92.0,Ba250Ca125Tl250(Cu125O499)2,91.0,2.0
469,Tl2Ba2Ca1Cu2O7.978,,,,,95.0,Ba1000Ca500Tl1000Cu1000O3989,95.0,0.0
